StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,UserLanguage,consent,mf_victim,mf_perpetrator,mf_relationship,mf_incident,mf_meta,fm_victim,fm_perpetrator,fm_relationship,fm_incident,fm_meta,mm_victim,mm_perpetrator,mm_relationship,mm_incident,mm_meta,ff_victim,ff_perpetrator,ff_relationship,ff_incident,ff_meta,gender,age,ethnicity,ethnicity_6_TEXT,sexual_orientation
07.02.2024 16:54,07.02.2024 17:03,100,519,TRUE,07.02.2024 17:03,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Probably drunk 
Enjoyed it at start
Quiet","Dominant
Saw the behaviour in porn or online
Thinks he’s just dominant ",Man takes control and woman does what he sayd,"Slapping
Rough sex
Anal involvement ",Slightly difficult,"Allowed it at the time
Possibly drunk
Enjoyed it really","Saw it on porn
Thought victim enjoyed it
Likes to be dominant","Surface fine day to day 
Don’t communicate well","Allowed to get away with it 
Starts as just domination ",Difficult,"Quiet
Reserved
Easily manipulated","Arrogant
Aggressive 
",One sided ,"Anal involvement 
Psychologically damaging",Slightly difficult,"Quiet
Reserved
Easily talked into things","Laddish
Extroverted 
Wants to dominate ",One sided,Psychologically harmful,Difficult,Female,34,White,,Heterosexual or Straight
07.02.2024 16:56,07.02.2024 17:03,100,431,TRUE,07.02.2024 17:03,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Helpless
Defenceless
Insecure
Submissive","Dominant
Violent
Strong
Out of control","One-sided
Toxic
","Painful
Damaging
Brutal",Slightly difficult,"Effeminate
Submissive
Weak","Masculine
Dominant
Unusual","Unconventional
Toxic
Unnatural","Strange
Unnatural ",Difficult,"Insecure
Submissive
Effeminate","Violent
Aggressive
Dominant","Homosexual
Unstable ","One-sided
Violent
Painful",Very difficult,"Weak
Submissive
","Dominant
Petty","Petty
Toxic","Weak
Inconsequential ",Moderately difficult,Female,51,White,,Heterosexual or Straight
07.02.2024 16:56,07.02.2024 17:03,100,451,TRUE,07.02.2024 17:03,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Female
Plain
Low confidence","Male 
Charming (to others) 
Arrogant",Living together,Gaslighting,Slightly difficult,"Male 
Weak minded","Female
Manipulative",Not sure,Not sure,Very difficult,"Male 
Weak","Male
Strong",Could be any,No idea,Very difficult,Female,Female,Friends,Theft,Difficult,Female,38,White,,Heterosexual or Straight
07.02.2024 16:45,07.02.2024 17:03,100,1087,TRUE,07.02.2024 17:03,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Young
Attractive
Innocent
Isolated
Alone 
Not confident
Trying to please
","Aggressive 
Abusive
Bully
Coercive 
Controlling
","Partners
Attacked by perpetrator
Related
","Rape
Abuse
",Moderately difficult,"Weak
Lacking confidence 
Socially awkward
","Controlling
Jealous 
","Partner
Related ","Physical abuse
Emotional abuse",Difficult,"Gay
Submissive 
Shy
Lacking in confidence
Awkward","Butch
Masculine
Bully
Aggressive 
","Partners
Prostitution 
Abuse
","Rape
Physical violence 
Sadistic behaviour
Role play gone wrong ",Slightly difficult,"Lacking confidence
Shy
","Controlling
Coercive 
Manipulation 
","Partners
Related","Physical violence
Emotional abuse ",Very difficult,Female,53,White,,Heterosexual or Straight
07.02.2024 16:48,07.02.2024 17:03,100,934,TRUE,07.02.2024 17:03,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Has experienced multiple abuse relationships 
Forgiving 
Feels like she can’t leave","Coercive
Threatening
Violent
Jealous
Weak psychologically","Few friends
Don’t go out much
Private","Physical violence
Some coercion (stopping the partner going out)",Moderately difficult,"Worried about losing partner
Feeling like his fault
Immasculated
Wants to please 
","Manipulative
Controlling
Coercive 
Jealous","One sided - partner not allowed out etc
Few friends
Frequent arguments","Psychological (threatening to leave him)
Stopping him doing what he wants to do ",Moderately difficult,"Wants to please 
Physically weak
Psychologically weak
Wants to please 
Follower (not leader)","Coercive
Controlling
Strong physically 
Abusive childhood ","Poor communication (one sided)
Lots of arguments
Jealous
Live in past","Mainly physical 
Sexual violence 

",Very difficult,"Weak physically
Subordinate
Wants to please 
Difficult childhood","Strong physically
Coercive
Short temper
Controlling 
Abusive parent/s
Wants the other partner to be a certain way
","One sided
Overly emotional about problems
Not many friends
Unbalanced ","Psychological and physical harm
Coercion
Manipulation of other partner ",Difficult,Male,45,White,,Heterosexual or Straight
07.02.2024 16:55,07.02.2024 17:03,100,516,TRUE,07.02.2024 17:04,EN,I have read and understood the above statement. I choose to participate voluntarily.,Powerless,Power hungry,Unbalanced and unhealthy,can be from a stranger or a partner,Slightly difficult,not as common,a woman that has issues with mental health,unbalanced,not so common for a man to receive from a women,Slightly difficult,Maybe not as bold to stand up for themselves,Power and macho traits,Unhealthy,,Moderately difficult,"Woman who are scared to stand up for themselves can be a man as well
Either sex who have suffered abuse or asult through no fault of their own",Mental health problems and evil,Should be equal usually between a man and women but nowadays isn;t always,Can be suffered from s partner or a total stranger,Slightly difficult,Male,59,Black or African American,,Heterosexual or Straight
07.02.2024 16:55,07.02.2024 17:04,100,514,TRUE,07.02.2024 17:04,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Scared
Alone
Embarresed","Rapist
Angry
Forecful","Scared 
Trapped","Angry
Rage
Common",Moderately difficult,"Embarresed
Ashamed
Scared
Wont tell anyone
Feels little ","Crazy
Powerful
","Emotional abuser
anrgy
trapped
embarresed ","HIdden
feeling deservded
scared
common",Moderately difficult,"Ashamed 
Embarrassed
scared to tell people
Keeps it to themselves 
depressed 
PTSD ","Homosexual
Forceful
","Hatred
Trapped","Angry
Painful
Rage",Difficult,"scared
ashamed
sad
lonely
trapped","Violent 
angry 
strong","in tatters 
trapped
scared
","common
hidden 
scared
angry",Difficult,Male,34,White,,Heterosexual or Straight
07.02.2024 16:55,07.02.2024 17:04,100,511,TRUE,07.02.2024 17:04,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Submissive
Calm","Aggressive
Controlling
Impatient
Manipulative","One-sided
Stockholm syndrome","Physical abuse
Blackmailing
Possession destruction",Not at all difficult,"Calm
Patient
Loyal","Impatient
Jealous
Possessive
Controlling","One-sided
Lack of trust
Occasional love","Physical abuse
Objects thrown
Possessions destroyed",Not at all difficult,"Patient
Sympathetic","Aggressive
Jealous",Mutual care,"Hitting
Objects thrown",Difficult,"Calm
Empathetic","Aggressive
Manipulative
","Lack of trust
Disloyalty
Secrets being kept","Objects thrown
Hitting",Slightly difficult,Male,28,Black or African American,,Heterosexual or Straight
07.02.2024 16:52,07.02.2024 17:04,100,698,TRUE,07.02.2024 17:04,EN,I have read and understood the above statement. I choose to participate voluntarily.,"vulnerable
naive","violent
aggressive
guilty",Living together,"Hit his partner
sexual violence",Moderately difficult,"weak
liked it
not very intelligent","More intelligent
Dominant person in the relationship",Boyfriend and girlfriend,"Hit their partner
Threw items at them",Moderately difficult,"Into BDSM
Likes kinky behaviour","Dominant force in the relationship
violent tendencies",Gay partners,"Over the top bondage
Beat their partner",Moderately difficult,"vulnerable
gullible","Aggressive
non-conforming",same sex relationship,"aggressive behaviour
Hit their partner",Moderately difficult,Female,51,White,,Heterosexual or Straight
07.02.2024 16:48,07.02.2024 17:04,100,933,TRUE,07.02.2024 17:04,EN,I have read and understood the above statement. I choose to participate voluntarily.,"intimidated
scared
anxious
fearful","aggressive
insecure
demanding
unreasonable
angry
drunk","unhealthy
built on fear
","beating
kicking
sexual violence
verbal assaults 
",Not at all difficult,"Doesn't retaliate, doesn't want to physically hurt the partner.
non-confrontational
quiet","wants attention
demanding
controlling ","unhealthy
unbalanced","hitting with objects
slapping
",Moderately difficult,"scared
non-confrontational
tries not to antagonise partner","body builder
angry
aggressive
coercive","unhealthy
unbalanced","punching
kicking
sexual violence
verbal aggression ",Slightly difficult,"unhappy 
anxious
tries not to provoke partner","controlling
angry","unhealthy
unbalanced","slapping
verbal aggression ",Slightly difficult,Female,63,White,,Heterosexual or Straight
07.02.2024 16:53,07.02.2024 17:04,100,691,TRUE,07.02.2024 17:04,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Eager to please, submissive, family orientated","Aggressive, controlling, selfish",Turbulent at times with different ideas of wants and needs,"Controlling , pushing ",Slightly difficult,"Eager to please, submissive at times","Feels superior, wants to control.","Tense, trying to avoid conflict as embarrassing for victim",Hitting,Slightly difficult,"Submissive, kind, forgiving","Dominant, likes to be in control, bad temper",One where one person makes all decisions,Could be physical or mental,Slightly difficult,"Scared, keen to please, likes house","Controlling, obsessive, ",Different temperaments and expectations so clash,"Financial, verbal abuse",Slightly difficult,Female,69,White,,Heterosexual or Straight
07.02.2024 16:53,07.02.2024 17:05,100,672,TRUE,07.02.2024 17:05,EN,I have read and understood the above statement. I choose to participate voluntarily.,"weak, disgust, violated, no consent, manipulated, feel at fault, controlled","strong, controlling , manipulator, abusive, violent, coervsive, persuasive","emotionally and physically abused, ","violence, forceful acts on women victim",Slightly difficult,"weak , controlled , manipulated, emotionally controlled ","strong, controlling, forceful, abusive","abusive, emotional","emotional and physical abuse, violence, ",Moderately difficult,"weak, disgust, controlled, abused, manipulated, violent","strong, controlling, abusive, manipulator, bad person, violent","violent, volatile,abusive","violence, sexual abuse, emotional abuse, aggressive behaviours",Moderately difficult,"sad, anger, feel to blame, unease, gross, violated, forced, untrusting, frigid, feel at fault, disgust, no consent","controlling, aggressive, coercion, manipulative, selfish, bad person","controlling, coercive","rape, sexual abuse, not consenting, pyhsical abuse, emotional abuse",Slightly difficult,Female,30,White,,Heterosexual or Straight
07.02.2024 16:56,07.02.2024 17:05,100,537,TRUE,07.02.2024 17:05,EN,I have read and understood the above statement. I choose to participate voluntarily.,"She shouldn't have provoked him
She should have left him sooner
Why is she with such a loser?","His job is more important than justice
It was a one off
She made him do it","Stranger
Boyfriend
Volatile","Escalation
She asked for it
Choking
Sex game gone wrong",Slightly difficult,"Weak
Emasculated
Cuckold","Bitch
Crazy
Obese
Aggressive","Cuckold
Controlling
","Hitting
Screaming
",Moderately difficult,"Weak
Pathetic
Small","Older
Dominating
Pulls the strings","Based on sex
Unemotional
Conveniant","Hidden
Shame
Not talked about",Moderately difficult,"Femme
Weak
Demure","Dyke
Butch
Controlling
Aggresive","Controlling
Unhealthy
Obsessive","Slapping
Hitting
Not as serious as male violence",Slightly difficult,Female,44,White,,Bisexual
07.02.2024 16:56,07.02.2024 17:05,100,520,TRUE,07.02.2024 17:05,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Feminine 
Pretty
Financially dependent 
Socially isolated ","Masculine
Narcissistic 
",Married with kids ,"Punching 
Kicking ",Not at all difficult,"Mellow
Nice 
Easy going ","Chaotic
Unstable 
Aggressive
Bitchy","Woman in control
Stressful 
","Slaps
Throwing objects
Manipulation ",Slightly difficult,"Easy going 
Nice 
Gentle ",Emotionally unstable ,Cohabiting ,"Emotional abuse 
Slaps",Slightly difficult,"Dainty 
Vulnerable 
Insecure 
Feminine 
","Butch 
Domineering 
Masculine","Controlling 
Oppressive ","Punches
Dragging to floor ",Slightly difficult,Female,32,White,,Heterosexual or Straight
07.02.2024 16:56,07.02.2024 17:05,100,538,TRUE,07.02.2024 17:05,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Shy
Compliant 
","Violent
Charming
Mood swings","Controlling 
Abusive
Physical violence, mental abuse.","Physical and mental violence 
Controlling",Not at all difficult,Weak physically ,"Aggressive
Mood swings","Controlling
Jealousy",Physical and mental abuse,Moderately difficult,"Shy
Compliant
Withdrawn","Violent
Charming
Comes across as likeable to outside world","Controlling
Abusive
","Physical abuse
Mental abuse
Controlling behaviour ",Slightly difficult,Shy easily controlled ,"Aggressive
Mood swings
",Jealousy,Physical and mental abuse,Slightly difficult,Female,34,White,,Heterosexual or Straight
